scale_factor,config_id,engine,threads,ratio_mode,cpu_ratio,gpu_ratio,request_index,status,result_hash,query_total_ms,cpu_scan_ms,gpu_kernel_ms,h2d_ms,d2h_ms,overlap_wall_ms,input_lineitem_rows,matched_lineitem_rows,cpu_input_rows,gpu_input_rows,h2d_bytes,d2h_bytes,mapped_remote_read_bytes,throughput_rows_per_second,selected_cpu_ratio
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,4,ok,542abf4003633c7c,22.960982,0.0,2.529279947280884,0.0,0.022336000576615334,0.0,6001215,7243,0,6001215,0,212,96106356,261365781.30674025,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,5,ok,542abf4003633c7c,23.129631,0.0,2.5323519706726074,0.0,0.023552000522613525,0.0,6001215,7243,0,6001215,0,212,96106356,259460040.6725036,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,6,ok,542abf4003633c7c,23.016093,0.0,2.532320022583008,0.0,0.022624000906944275,0.0,6001215,7243,0,6001215,0,212,96106356,260739952.69310042,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,7,ok,542abf4003633c7c,22.977837,0.0,2.531327962875366,0.0,0.02143999934196472,0.0,6001215,7243,0,6001215,0,212,96106356,261174060.90051034,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,8,ok,542abf4003633c7c,23.214827,0.0,2.5295040607452393,0.0,0.02304000034928322,0.0,6001215,7243,0,6001215,0,212,96106356,258507849.31543967,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,9,ok,542abf4003633c7c,22.920652,0.0,2.531327962875366,0.0,0.02412799932062626,0.0,6001215,7243,0,6001215,0,212,96106356,261825667.08835334,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,10,ok,542abf4003633c7c,22.926731,0.0,2.528287887573242,0.0,0.02147199958562851,0.0,6001215,7243,0,6001215,0,212,96106356,261756244.27224272,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,11,ok,542abf4003633c7c,23.09475,0.0,2.531327962875366,0.0,0.02195199951529503,0.0,6001215,7243,0,6001215,0,212,96106356,259851914.39612898,0.0
1,gpu-mapped,gpu-mapped,1,fixed,0.0,1.0,12,ok,542abf4003633c7c,22.916065,0.0,2.530303955078125,0.0,0.02175999991595745,0.0,6001215,7243,0,6001215,0,212,96106356,261878075.4898365,0.0
1,cudf,cudf,1,fixed,0.0,1.0,3,ok,542abf4003633c7c,13.705431949347258,,,,,,6001215,7243,0,6001215,,,,437871277.76631784,0.0
1,cudf,cudf,1,fixed,0.0,1.0,4,ok,542abf4003633c7c,12.73431396111846,,,,,,6001215,7243,0,6001215,,,,471263314.09163016,0.0
1,cudf,cudf,1,fixed,0.0,1.0,5,ok,542abf4003633c7c,12.78545893728733,,,,,,6001215,7243,0,6001215,,,,469378145.0815302,0.0
1,cudf,cudf,1,fixed,0.0,1.0,6,ok,542abf4003633c7c,12.780933175235987,,,,,,6001215,7243,0,6001215,,,,469544353.1171732,0.0
1,cudf,cudf,1,fixed,0.0,1.0,7,ok,542abf4003633c7c,12.799208983778954,,,,,,6001215,7243,0,6001215,,,,468873897.4108185,0.0
1,cudf,cudf,1,fixed,0.0,1.0,8,ok,542abf4003633c7c,12.764658778905869,,,,,,6001215,7243,0,6001215,,,,470143002.17074805,0.0
1,cudf,cudf,1,fixed,0.0,1.0,9,ok,542abf4003633c7c,12.713472824543715,,,,,,6001215,7243,0,6001215,,,,472035853.83959657,0.0
1,cudf,cudf,1,fixed,0.0,1.0,10,ok,542abf4003633c7c,18.692619167268276,,,,,,6001215,7243,0,6001215,,,,321047304.6232297,0.0
1,cudf,cudf,1,fixed,0.0,1.0,11,ok,542abf4003633c7c,12.752449605613947,,,,,,6001215,7243,0,6001215,,,,470593116.27141154,0.0
1,cudf,cudf,1,fixed,0.0,1.0,12,ok,542abf4003633c7c,12.729437090456486,,,,,,6001215,7243,0,6001215,,,,471443863.3346349,0.0
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,3,ok,542abf4003633c7c,1.167119,0.967082,1.0309120416641235,0.0,0.019360000267624855,0.8778890000000001,6001215,7243,750152,5251063,0,212,0,5141904981.411492,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,4,ok,542abf4003633c7c,1.172527,1.001614,1.0414079427719116,0.0,0.01881599985063076,0.9130739999999999,6001215,7243,750152,5251063,0,212,0,5118189176.027503,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,5,ok,542abf4003633c7c,1.146949,0.953242,1.0277760028839111,0.0,0.0163199994713068,0.8723620000000001,6001215,7243,750152,5251063,0,212,0,5232329423.540193,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,6,ok,542abf4003633c7c,1.158496,0.984828,1.0270719528198242,0.0,0.01836800016462803,0.893853,6001215,7243,750152,5251063,0,212,0,5180177575.06284,0.125
1,hybrid-fixed-r0125-t08,hybrid-arrow,8,fixed,0.125,0.875,7,ok,542abf4003633c7c,1.214429,0.946532,1.0393600463867188,0.0,0.03244800120592117,0.8586920000000002,6001215,7243,750152,5251063,0,212,0,4941593950.737343,0.125
