Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,2531336,1,2531336.0,2531336.0,2531336,2531336,0.0,"memq5::<unnamed>::arrow_q5_kernel(const int *, const int *, const long *, const int *, long, const int *, int, const int *, int, unsigned long long *, int, unsigned long long *, int *)"
