Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
100.0,15343115,1,15343115.0,15343115.0,15343115,15343115,0.0,"memq5::<unnamed>::arrow_q5_kernel(const int *, const int *, const long *, const int *, long, const int *, int, const int *, int, unsigned long long *, int, unsigned long long *, int *)"
