Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
33.4,15887713,1,15887713.0,15887713.0,15887713,15887713,0.0,PushPop,:measured_request
33.3,15876607,1,15876607.0,15876607.0,15876607,15876607,0.0,PushPop,:request
33.0,15717750,1,15717750.0,15717750.0,15717750,15717750,0.0,PushPop,:q5_kernel
0.2,75442,1,75442.0,75442.0,75442,75442,0.0,PushPop,:d2h
0.1,60380,1,60380.0,60380.0,60380,60380,0.0,PushPop,:output_reset
